transaction_id,date,year,month,day,product,commodity_category,hs_code,quantity,unit,unit_price,trade_value,market_price,price_deviation,exporter_company,exporter_country,export_port,importer_company,importer_country,import_port,shipping_route,distance_km,transport_mode,vessel_id,port_calls,port_activity_index,cargo_volume,shipment_duration_days,trade_frequency_30d,company_risk_score,route_anomaly,fraud_label
TXN00483,2024-06-02,2024,6,2,Aluminum,Metal,760110,3870,tons,2387.94,9241327.8,2400,-0.005,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO8359456,1,0.96,25520,27,27,0.42,0,0
TXN00484,2024-01-21,2024,1,21,Steel,Metal,720712,3276,tons,593.86,1945485.36,520,0.142,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO9843555,3,1.66,90471,22,10,0.49,0,0
TXN00485,2024-02-07,2024,2,7,Aluminum,Metal,760110,2792,tons,2238.1,6248775.2,2400,-0.0675,AusMetal,Australia,Perth,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO3527761,7,1.41,58739,12,6,0.69,0,0
TXN00486,2024-02-17,2024,2,17,Wheat,Agriculture,100199,2116,tons,319.81,676717.96,300,0.066,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO1142296,6,1.47,58923,17,27,0.39,0,0
TXN00487,2024-01-05,2024,1,5,Wheat,Agriculture,100199,3294,tons,275.21,906541.74,300,-0.0826,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO6785501,4,1.6,125070,8,8,0.21,0,0
TXN00488,2024-05-24,2024,5,24,Aluminum,Metal,760110,1004,tons,6683.32,6710053.28,2400,1.7847,HuaxinSteel,China,Shanghai,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO5111617,4,1.14,49984,21,18,0.67,0,2
TXN00489,2024-02-10,2024,2,10,Aluminum,Metal,760110,3270,tons,1057.07,3456618.9,2400,-0.5596,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Shanghai-Singapore-Chennai,5600,Sea,IMO5466761,1,0.85,66476,21,2,0.27,0,2
TXN00490,2024-02-19,2024,2,19,Aluminum,Metal,760110,3024,tons,2175.68,6579256.32,2400,-0.0935,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO5818488,1,1.03,57705,22,19,0.94,0,0
TXN00491,2024-03-14,2024,3,14,Wheat,Agriculture,100199,2172,tons,289.92,629706.24,300,-0.0336,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO3778486,4,0.87,110822,11,4,0.58,0,0
TXN00492,2024-06-10,2024,6,10,Copper,Metal,740311,2583,tons,8271.33,21364845.39,8500,-0.0269,AgriGrain,USA,Houston,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO2942654,5,0.85,55774,11,19,0.61,0,0
TXN00493,2024-05-22,2024,5,22,Steel,Metal,720712,3620,tons,579.63,2098260.6,520,0.1147,AusMetal,Australia,Perth,BharatMetals,India,Chennai,Dubai-Hamburg,6100,Sea,IMO3214544,2,1.79,33400,29,25,0.19,0,0
TXN00494,2024-06-08,2024,6,8,Copper,Metal,740311,1761,tons,9692.22,17067999.42,8500,0.1403,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Perth-Malaysia-Indonesia-Yokohama,12000,Sea,IMO2048225,7,1.57,41836,34,21,0.15,1,0
TXN00495,2024-03-15,2024,3,15,CrudeOil,Energy,270900,2923,tons,86.02,251436.46,75,0.1469,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO4528480,1,0.84,122345,13,27,0.7,0,0
TXN00496,2024-03-21,2024,3,21,Steel,Metal,720712,1827,tons,491.06,897166.62,520,-0.0557,HuaxinSteel,China,Shanghai,BharatMetals,India,Chennai,Houston-Alexandria,11500,Sea,IMO5569395,4,1.42,71959,16,17,0.2,0,0
TXN00497,2024-03-23,2024,3,23,Wheat,Agriculture,100199,2953,tons,315.09,930460.77,300,0.0503,AusMetal,Australia,Perth,EuroEnergy,Germany,Hamburg,Valparaiso-Shanghai,17000,Sea,IMO3583400,5,1.78,112034,33,15,0.26,0,0
TXN00498,2024-02-28,2024,2,28,Aluminum,Metal,760110,1674,tons,2336.71,3911652.54,2400,-0.0264,AgriGrain,USA,Houston,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO1790027,8,1.22,57816,11,21,0.33,0,0
TXN00499,2024-03-31,2024,3,31,Steel,Metal,720712,3253,tons,500.87,1629330.11,520,-0.0368,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Valparaiso-Shanghai,17000,Sea,IMO4839110,7,0.96,132913,13,27,0.45,0,0
TXN00500,2024-03-05,2024,3,5,Wheat,Agriculture,100199,1959,tons,302.67,592930.53,300,0.0089,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO1799538,5,1.46,103621,29,23,0.74,0,0
TXN00501,2024-05-15,2024,5,15,Aluminum,Metal,760110,2433,tons,2542.02,6184734.66,2400,0.0592,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO2207053,8,1.15,87673,18,20,0.24,1,0
TXN00502,2024-03-10,2024,3,10,Wheat,Agriculture,100199,2747,tons,355.44,976393.68,300,0.1848,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Shanghai-Singapore-Chennai,5600,Sea,IMO4878477,3,1.27,102601,23,1,0.32,0,0
TXN00503,2024-02-16,2024,2,16,CrudeOil,Energy,270900,2893,tons,255.32,738640.76,75,2.4043,PetroGlobal,UAE,Dubai,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO9133261,5,0.91,57210,21,1,0.77,0,2
TXN00504,2024-02-28,2024,2,28,CrudeOil,Energy,270900,2934,tons,83.17,244020.78,75,0.1089,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO3742976,5,1.06,108045,10,6,0.71,0,0
TXN00505,2024-02-12,2024,2,12,CrudeOil,Energy,270900,2934,tons,79.96,234602.64,75,0.0661,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Valparaiso-Shanghai,17000,Sea,IMO2822062,1,1.3,67512,23,22,0.8,0,0
TXN00506,2024-04-14,2024,4,14,CrudeOil,Energy,270900,3699,tons,87.08,322108.92,75,0.1611,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO4649946,2,0.82,130305,33,18,0.49,0,0
TXN00507,2024-06-29,2024,6,29,Copper,Metal,740311,912,tons,7740.09,7058962.08,8500,-0.0894,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO4580738,4,1.45,118847,5,15,0.46,0,0
TXN00508,2024-04-21,2024,4,21,CrudeOil,Energy,270900,1444,tons,77.25,111549.0,75,0.03,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Houston-Alexandria,11500,Sea,IMO3196347,8,1.79,21658,7,13,0.18,0,0
TXN00509,2024-04-21,2024,4,21,Aluminum,Metal,760110,3343,tons,2780.33,9294643.19,2400,0.1585,AndesMining,Chile,Valparaiso,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO8259584,7,1.24,92552,19,4,0.17,0,0
TXN00510,2024-06-26,2024,6,26,Copper,Metal,740311,3660,tons,9855.12,36069739.2,8500,0.1594,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO6089562,4,0.9,80454,19,11,0.25,1,0
TXN00511,2024-03-28,2024,3,28,Copper,Metal,740311,2088,tons,8613.7,17985405.6,8500,0.0134,AusMetal,Australia,Perth,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO3633471,6,1.37,32235,26,7,0.42,0,0
TXN00512,2024-01-29,2024,1,29,Wheat,Agriculture,100199,1863,tons,344.26,641356.38,300,0.1475,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO5677644,3,1.7,38024,30,11,0.74,0,0
TXN00513,2024-03-22,2024,3,22,Steel,Metal,720712,2056,tons,1704.96,3505397.76,520,2.2788,HuaxinSteel,China,Shanghai,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO9749558,6,1.76,20523,28,6,0.7,0,2
TXN00514,2024-04-23,2024,4,23,CrudeOil,Energy,270900,3845,tons,84.93,326555.85,75,0.1324,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO8608221,7,1.74,127338,6,30,0.61,0,0
TXN00515,2024-01-08,2024,1,8,Wheat,Agriculture,100199,3336,tons,350.84,1170402.24,300,0.1695,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO7450064,1,1.04,145936,30,28,0.81,0,0
TXN00516,2024-05-26,2024,5,26,Wheat,Agriculture,100199,2466,tons,336.84,830647.44,300,0.1228,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Perth-Yokohama,7800,Sea,IMO7935300,5,1.72,53794,5,9,0.52,0,0
TXN00517,2024-03-08,2024,3,8,CrudeOil,Energy,270900,2333,tons,74.9,174741.7,75,-0.0013,AndesMining,Chile,Valparaiso,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO8543115,3,1.21,138063,27,11,0.81,0,0
TXN00518,2024-04-06,2024,4,6,Wheat,Agriculture,100199,1796,tons,290.34,521450.64,300,-0.0322,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO1457958,7,1.05,54993,14,20,0.79,0,0
TXN00519,2024-03-20,2024,3,20,Steel,Metal,720712,2389,tons,623.59,1489756.51,520,0.1992,PetroGlobal,UAE,Dubai,BharatMetals,India,Chennai,Shanghai-Singapore-Chennai,5600,Sea,IMO2258020,6,1.59,119489,33,19,0.07,0,0
TXN00520,2024-04-14,2024,4,14,Steel,Metal,720712,2064,tons,605.73,1250226.72,520,0.1649,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Valparaiso-UAE-Singapore-Shanghai,22000,Sea,IMO2545404,2,1.58,115617,16,20,0.84,1,0
TXN00521,2024-04-26,2024,4,26,Wheat,Agriculture,100199,2940,tons,355.22,1044346.8,300,0.1841,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO8499533,6,1.67,66344,32,15,0.57,0,0
TXN00522,2024-06-10,2024,6,10,CrudeOil,Energy,270900,2233,tons,76.89,171695.37,75,0.0252,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO3976590,8,0.73,62017,21,20,0.05,0,0
TXN00523,2024-04-04,2024,4,4,Copper,Metal,740311,3325,tons,8504.65,28277961.25,8500,0.0005,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO5557379,7,1.08,95271,15,4,0.81,0,0
TXN00524,2024-03-27,2024,3,27,Aluminum,Metal,760110,3567,tons,2739.91,9773258.97,2400,0.1416,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Shanghai-Singapore-Chennai,5600,Sea,IMO2867293,7,0.84,61133,29,8,0.77,0,0
TXN00525,2024-02-19,2024,2,19,Aluminum,Metal,760110,2161,tons,2692.88,5819313.68,2400,0.122,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Perth-Malaysia-Indonesia-Yokohama,12000,Sea,IMO4756366,6,1.14,122324,26,11,0.37,1,0
TXN00526,2024-02-05,2024,2,5,Wheat,Agriculture,100199,2254,tons,311.09,701196.86,300,0.037,AgriGrain,USA,Houston,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO1314669,7,1.45,22662,24,22,0.34,0,0
TXN00527,2024-03-26,2024,3,26,Wheat,Agriculture,100199,3906,tons,331.77,1295893.62,300,0.1059,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Valparaiso-Shanghai,17000,Sea,IMO7585856,3,1.74,83024,25,10,0.4,0,0
TXN00528,2024-03-06,2024,3,6,Steel,Metal,720712,2040,tons,494.46,1008698.4,520,-0.0491,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO7669398,6,0.9,20310,8,10,0.32,0,0
TXN00529,2024-05-09,2024,5,9,Copper,Metal,740311,2044,tons,9241.56,18889748.64,8500,0.0872,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO1591362,7,0.76,36608,32,3,0.13,0,0
TXN00530,2024-05-21,2024,5,21,CrudeOil,Energy,270900,2471,tons,74.51,184114.21,75,-0.0065,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO7568132,2,1.44,123717,15,2,0.33,0,0
TXN00531,2024-06-25,2024,6,25,Wheat,Agriculture,100199,1027,tons,324.79,333559.33,300,0.0826,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO3922495,5,0.9,32435,20,20,0.13,1,0
TXN00532,2024-05-24,2024,5,24,Aluminum,Metal,760110,961,tons,2772.38,2664257.18,2400,0.1552,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Shanghai-Singapore-Chennai,5600,Sea,IMO1491893,2,1.68,149256,26,21,0.91,0,0
TXN00533,2024-05-22,2024,5,22,Steel,Metal,720712,3893,tons,614.64,2392793.52,520,0.182,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO8804140,4,1.58,33344,15,1,0.29,0,0
TXN00534,2024-06-12,2024,6,12,Copper,Metal,740311,3997,tons,9816.32,39235831.04,8500,0.1549,AgriGrain,USA,Houston,NipponAlloys,Japan,Yokohama,Dubai-Hamburg,6100,Sea,IMO4298126,4,0.87,92247,6,2,0.75,0,0
TXN00535,2024-05-16,2024,5,16,CrudeOil,Energy,270900,1867,tons,81.84,152795.28,75,0.0912,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO6319703,4,1.48,35272,34,25,0.78,0,0
TXN00536,2024-06-12,2024,6,12,Steel,Metal,720712,1973,tons,529.69,1045078.37,520,0.0186,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Dubai-Hamburg,6100,Sea,IMO8730505,8,1.48,51980,9,15,0.11,0,0
TXN00537,2024-06-21,2024,6,21,CrudeOil,Energy,270900,2439,tons,68.49,167047.11,75,-0.0868,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Dubai-Hamburg,6100,Sea,IMO3166503,3,1.76,41003,12,25,0.69,0,0
TXN00538,2024-03-10,2024,3,10,Aluminum,Metal,760110,1094,tons,2675.03,2926482.82,2400,0.1146,PetroGlobal,UAE,Dubai,DeltaFoods,Egypt,Alexandria,Perth-Malaysia-Indonesia-Yokohama,12000,Sea,IMO8002813,7,1.3,124331,16,14,0.13,1,0
TXN00539,2024-04-16,2024,4,16,Aluminum,Metal,760110,999,tons,2309.41,2307100.59,2400,-0.0377,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Dubai-Hamburg,6100,Sea,IMO2970131,8,1.0,134389,26,11,0.53,0,0
TXN00540,2024-02-23,2024,2,23,Steel,Metal,720712,3954,tons,611.94,2419610.76,520,0.1768,AgriGrain,USA,Houston,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO6684618,4,1.58,123161,9,23,0.8,0,0
TXN00541,2024-02-13,2024,2,13,Aluminum,Metal,760110,3547,tons,2179.19,7729586.93,2400,-0.092,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Dubai-Hamburg,6100,Sea,IMO9082062,4,1.25,95998,18,19,0.76,0,0
TXN00542,2024-04-20,2024,4,20,Copper,Metal,740311,1022,tons,9222.93,9425834.46,8500,0.0851,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO1896186,2,1.03,81733,30,25,0.88,0,0
TXN00543,2024-04-18,2024,4,18,Wheat,Agriculture,100199,1547,tons,302.88,468555.36,300,0.0096,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO2457605,3,0.94,74082,16,12,0.11,0,0
TXN00544,2024-04-08,2024,4,8,Aluminum,Metal,760110,2952,tons,789.56,2330781.12,2400,-0.671,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO9639998,6,1.32,44373,23,3,0.16,0,2
TXN00545,2024-05-31,2024,5,31,Copper,Metal,740311,1910,tons,9831.41,18777993.1,8500,0.1566,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Shanghai-Singapore-Chennai,5600,Sea,IMO9535954,1,0.9,53874,26,14,0.16,0,0
TXN00546,2024-05-24,2024,5,24,Steel,Metal,720712,1344,tons,615.73,827541.12,520,0.1841,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Valparaiso-Shanghai,17000,Sea,IMO9206931,7,0.84,114972,6,19,0.52,0,0
TXN00547,2024-02-05,2024,2,5,CrudeOil,Energy,270900,3048,tons,200.38,610758.24,75,1.6717,AgriGrain,USA,Houston,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO4430593,5,1.37,48972,12,28,0.84,0,2
TXN00548,2024-03-11,2024,3,11,Steel,Metal,720712,2865,tons,530.57,1520083.05,520,0.0203,AgriGrain,USA,Houston,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO9638868,8,1.47,147088,34,28,0.47,0,0
TXN00549,2024-05-31,2024,5,31,Wheat,Agriculture,100199,957,tons,745.91,713835.87,300,1.4864,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO8567705,7,0.82,27779,15,30,0.93,1,2
TXN00550,2024-04-23,2024,4,23,CrudeOil,Energy,270900,3523,tons,89.82,316435.86,75,0.1976,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO2589800,1,1.47,131725,32,16,0.73,0,0
TXN00551,2024-05-17,2024,5,17,CrudeOil,Energy,270900,820,tons,89.52,73406.4,75,0.1936,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO8119517,6,1.28,137014,25,17,0.33,0,0
TXN00552,2024-01-28,2024,1,28,Copper,Metal,740311,955,tons,8226.81,7856603.55,8500,-0.0321,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Houston-Alexandria,11500,Sea,IMO4654235,7,1.54,88060,25,9,0.85,0,0
TXN00553,2024-01-30,2024,1,30,Copper,Metal,740311,1439,tons,8544.75,12295895.25,8500,0.0053,AndesMining,Chile,Valparaiso,EuroEnergy,Germany,Hamburg,Valparaiso-Shanghai,17000,Sea,IMO8617611,4,1.41,37051,9,12,0.66,0,0
TXN00554,2024-02-01,2024,2,1,Wheat,Agriculture,100199,3920,tons,339.47,1330722.4,300,0.1316,AusMetal,Australia,Perth,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO8629488,4,1.19,148366,18,11,0.19,0,0
TXN00555,2024-03-11,2024,3,11,Aluminum,Metal,760110,2429,tons,2571.13,6245274.77,2400,0.0713,AusMetal,Australia,Perth,BharatMetals,India,Chennai,Perth-Malaysia-Indonesia-Yokohama,12000,Sea,IMO2184846,8,0.74,41764,22,21,0.44,1,0
TXN00556,2024-05-27,2024,5,27,Copper,Metal,740311,2492,tons,8453.58,21066321.36,8500,-0.0055,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO5455165,1,1.36,86914,23,12,0.16,0,0
TXN00557,2024-01-06,2024,1,6,Steel,Metal,720712,1281,tons,585.82,750435.42,520,0.1266,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO3248148,4,1.31,67260,34,21,0.5,0,0
TXN00558,2024-02-11,2024,2,11,Aluminum,Metal,760110,2084,tons,2732.24,5693988.16,2400,0.1384,HuaxinSteel,China,Shanghai,BharatMetals,India,Chennai,Valparaiso-UAE-Singapore-Shanghai,22000,Sea,IMO1341976,7,1.18,50115,23,16,0.9,1,0
TXN00559,2024-03-28,2024,3,28,Aluminum,Metal,760110,3723,tons,2866.72,10672798.56,2400,0.1945,PetroGlobal,UAE,Dubai,BharatMetals,India,Chennai,Perth-Malaysia-Indonesia-Yokohama,12000,Sea,IMO8596411,7,1.31,42882,6,12,0.46,1,0
TXN00560,2024-06-09,2024,6,9,Aluminum,Metal,760110,3314,tons,2299.33,7619979.62,2400,-0.0419,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO3228972,7,0.76,134991,24,20,0.43,1,0
TXN00561,2024-03-07,2024,3,7,Steel,Metal,720712,1156,tons,496.97,574497.32,520,-0.0443,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Shanghai-Singapore-Chennai,5600,Sea,IMO7844473,3,1.71,20541,15,29,0.13,0,0
TXN00562,2024-05-18,2024,5,18,Copper,Metal,740311,1434,tons,8613.73,12352088.82,8500,0.0134,PetroGlobal,UAE,Dubai,BharatMetals,India,Chennai,Dubai-Hamburg,6100,Sea,IMO7717231,4,0.74,26679,18,8,0.68,0,0
TXN00563,2024-06-25,2024,6,25,Copper,Metal,740311,2029,tons,8163.92,16564593.68,8500,-0.0395,AgriGrain,USA,Houston,NipponAlloys,Japan,Yokohama,Perth-Yokohama,7800,Sea,IMO5363856,7,1.14,121526,13,14,0.65,0,0
TXN00564,2024-06-26,2024,6,26,Copper,Metal,740311,2644,tons,9940.65,26283078.6,8500,0.1695,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO9282204,8,1.58,128751,15,9,0.24,0,0
TXN00565,2024-02-11,2024,2,11,CrudeOil,Energy,270900,3343,tons,69.07,230901.01,75,-0.0791,AgriGrain,USA,Houston,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO4647077,3,1.59,45646,5,7,0.17,0,0
TXN00566,2024-06-18,2024,6,18,Aluminum,Metal,760110,2759,tons,2390.2,6594561.8,2400,-0.0041,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Perth-Yokohama,7800,Sea,IMO4722012,4,1.18,49998,12,4,0.76,0,0
TXN00567,2024-06-13,2024,6,13,Copper,Metal,740311,2744,tons,8072.31,22150418.64,8500,-0.0503,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO1040453,4,1.54,113779,35,25,0.67,0,0
TXN00568,2024-04-27,2024,4,27,Wheat,Agriculture,100199,1208,tons,353.64,427197.12,300,0.1788,AndesMining,Chile,Valparaiso,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO4517291,7,1.54,129631,7,9,0.56,0,0
TXN00569,2024-01-31,2024,1,31,CrudeOil,Energy,270900,1259,tons,79.94,100644.46,75,0.0659,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO3770703,5,1.68,32180,7,26,0.36,0,0
TXN00570,2024-03-05,2024,3,5,Copper,Metal,740311,3800,tons,24532.81,93224678.0,8500,1.8862,PetroGlobal,UAE,Dubai,BharatMetals,India,Chennai,Dubai-Hamburg,6100,Sea,IMO5857285,2,1.13,44456,23,10,0.51,0,2
TXN00571,2024-06-08,2024,6,8,Aluminum,Metal,760110,1475,tons,2250.27,3319148.25,2400,-0.0624,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO6656163,3,1.5,37105,35,28,0.29,0,0
TXN00572,2024-01-12,2024,1,12,Aluminum,Metal,760110,2381,tons,2627.68,6256506.08,2400,0.0949,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO7392052,8,1.55,138074,16,11,0.77,0,0
TXN00573,2024-06-11,2024,6,11,CrudeOil,Energy,270900,2389,tons,85.36,203925.04,75,0.1381,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Valparaiso-Shanghai,17000,Sea,IMO6075419,6,1.64,68085,30,18,0.45,0,0
TXN00574,2024-06-08,2024,6,8,Wheat,Agriculture,100199,3547,tons,330.08,1170793.76,300,0.1003,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Valparaiso-Shanghai,17000,Sea,IMO9036033,3,0.85,146780,24,13,0.93,0,0
TXN00575,2024-02-08,2024,2,8,Copper,Metal,740311,2433,tons,9115.54,22178108.82,8500,0.0724,AusMetal,Australia,Perth,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO1809711,1,1.64,65561,20,19,0.92,0,0
TXN00576,2024-05-22,2024,5,22,Aluminum,Metal,760110,3173,tons,2338.72,7420758.56,2400,-0.0255,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Valparaiso-UAE-Singapore-Shanghai,22000,Sea,IMO5007995,8,1.77,115517,12,23,0.86,1,0
TXN00577,2024-05-25,2024,5,25,Copper,Metal,740311,3964,tons,9526.96,37764869.44,8500,0.1208,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Perth-Yokohama,7800,Sea,IMO7214393,1,1.08,97211,28,17,0.17,0,0
TXN00578,2024-02-07,2024,2,7,Steel,Metal,720712,1406,tons,468.36,658514.16,520,-0.0993,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO9750039,4,1.13,66600,22,3,0.23,0,0
TXN00579,2024-05-13,2024,5,13,Aluminum,Metal,760110,1588,tons,2300.07,3652511.16,2400,-0.0416,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Valparaiso-Shanghai,17000,Sea,IMO3157153,3,1.17,115799,19,14,0.3,0,0
TXN00580,2024-06-29,2024,6,29,CrudeOil,Energy,270900,2346,tons,76.11,178554.06,75,0.0148,HuaxinSteel,China,Shanghai,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO9549470,5,1.7,71343,5,30,0.86,0,0
TXN00581,2024-02-19,2024,2,19,CrudeOil,Energy,270900,925,tons,75.42,69763.5,75,0.0056,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Perth-Yokohama,7800,Sea,IMO7549361,8,1.67,125710,31,6,0.66,0,0
TXN00582,2024-02-07,2024,2,7,Aluminum,Metal,760110,2450,tons,2517.8,6168610.0,2400,0.0491,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO2255586,5,1.54,47138,14,7,0.87,0,0
